id,date,comment
12,2002-02-27, *
12,2002-03-01, term in bold
12,2002-04-02, *
12,2002-04-02, *
12,2002-04-02, *
12,2002-04-02, *
12,2002-04-03, Fixed Chomsky's birthyear
12,2002-04-26, more about the individualist anarchists way of thinking
12,2002-05-01, *added 3 first names to links
12,2002-05-01, adjusted reference to anomie.
12,2002-05-01, *
12,2002-06-21, esperanto cross-language link
12,2002-06-23," *link politics, government"
12,2002-07-14, *
12,2002-07-14, *
12,2002-07-16, *
12,2002-07-18, *
12,2002-07-18, remove material sent to libertarian socialism
12,2002-07-23," lang links: +fr, pl"
12,2002-08-01, added given name \ to existing surname of Proudhon; for consistency with other proper name list items.
12,2002-08-01, corrected spelling for \ to \
12,2002-08-31, crass
12,2002-09-01, correct kropotkin
12,2002-09-01, added some anarchist names
12,2002-09-02, edited links
12,2002-09-03, added \ section; needs more!
12,2002-09-03, changed general strike wikilink
12,2002-09-03, john cage
12,2002-09-05, Start of an idea to broach religion and anarchism
12,2002-09-09," violence/ emma goldman .. needs more, methinx"
12,2002-09-14, Just some messing with the lists
12,2002-09-17, Breif start to \ - \
12,2002-09-17, removed anarchism in history to put on libert. socialism
12,2002-09-19, fixed link to politics
12,2002-09-22, removing most of list of names (please classify the remaining two)
12,2002-09-28, Who is Adam Rinkleff? Google is clueless
12,2002-09-28," This is an encyclopedia, not a homepage provider"
12,2002-09-28," removed \ to [[anarchism in the arts]], added \ link here"
12,2002-09-28, moved terrorism stuff to new heading \; elaborated on goldman's thoughts & experiences on violence
12,2002-09-28, moving \ to [[libertarian socialism]]
12,2002-09-28, added a \ title; needs something on the development of anarcho-capitalism
12,2002-09-28," moved the last thinker - * [[Miguel Garcia]] - to [[libertarian socialism]]: apparently, he was a Spanish anarchist: \"
12,2002-09-28, started a further reading list
12,2002-10-01, information about anarcho-dyndicalist communes added
12,2002-10-01," err... i mean, removing \ bit"
12,2002-10-02, Hey...Libretarian Socialism might be cool too but this /is/ Anarchism-so i cleaned up the first few paragraphs a LOT
12,2002-10-02, actually... reverting Lir's edits
12,2002-10-02, Undoing Grafts destruction of an hours editing
12,2002-10-02, iww
12,2002-10-02, external link to \
12,2002-10-02," reverting again, please use the talk pages before more edits"
12,2002-10-02," Dan, I'm just adding one little external link at the bottom -- possibly the source that Lir was using"
12,2002-10-02, NEW DISCLAIMER!
12,2002-10-02, anarcho punk link
12,2002-10-02, super-capitalists
12,2002-10-02, moving text to talk
12,2002-10-02, more on anarcho-cap
12,2002-10-02, Revert to pre- rant
12,2002-10-02, Rant? Stop changing the document when you havent read it
12,2002-10-02, NPOV
12,2002-10-02, R u actually going to read it?
12,2002-10-02," NPOV version, again"
12,2002-10-02, The Fascist Propaganda was posted again so I fixed it by noting that anarchism opposes totalitarianism-something which somebody seems to disagree with for some reason...hmm they must not be an anarchi
12,2002-10-02, put my tidied links back!!! And anarcho punk....
12,2002-10-02, minor
12,2002-10-02, clarification on anarcho-capitalism
12,2002-10-02, the libretarian compromise
12,2002-10-02, libretarian compromise 2.0
12,2002-10-02, Dobbs Compromise 1.0
12,2002-10-02, Dobbs Compromise 1.0b
12,2002-10-02, Starting some cleanup...
12,2002-10-02, GO GO GO IOWA STATE!
12,2002-10-02, More cleanup...
12,2002-10-02, not just totalitarian.
12,2002-10-03," removing redundant paragraph, redundant listings, also see /talk"
12,2002-10-03, clarify that this is a pointer page
12,2002-10-03," added paragraph on development and growth of anarchism. some of this might be better in libertarian socialism,but the history needs discussion here too,it'll help explain the relative roots of each"
12,2002-10-03," Primitivism is not the same as \, and there is a green anarchism page"
12,2002-10-03, superfluous to define \ when its already linked immediately following
